#{"t_start": 1753687631.6329482, "env_id": "MiniGrid-MultiRoom-N4-S5-v0"}
r,l,t
25.789835,80,706.297969
20.157976,80,706.750464
24.315159,80,707.230277
23.426407,80,707.67255
28.619953,80,708.155906
29.012078,80,708.648545
30.356508,80,709.148385
29.62393,80,709.729422
29.355884,80,710.257106
31.914473,80,710.770309
31.703026,80,711.172983
33.719585,80,711.626496
35.455477,80,718.799969
36.131684,80,719.288671
31.617096,80,719.804419
35.369124,80,720.333687
26.051826,80,720.824916
19.355812,80,721.386683
21.07758,80,721.867365
21.344708,80,722.359917
23.035728,80,722.81078
27.118954,80,723.272389
27.26418,80,723.767889
28.566769,80,724.231307
29.747622,80,724.78354
30.602807,80,725.342644
31.667103,80,725.772074
24.082533,80,726.17859
24.485544,80,726.611981
24.371056,80,727.06814
19.692252,80,727.472964
23.477932,80,727.840581
23.690266,80,728.306154
26.379216,80,728.746912
30.731351,80,729.302439
34.515694,80,729.722873
37.442341,80,730.189623
31.632448,80,730.680354
35.720629,80,737.519578
38.902341,80,738.030256
34.755325,80,738.545797
28.34311,80,738.996377
29.672391,80,739.541894
26.340651,80,740.212682
18.328806,80,740.760909
21.172052,80,741.332986
25.350185,80,741.801005
30.101486,80,742.234788
30.359938,80,742.703094
28.96137,80,743.093123
28.363819,80,743.528633
22.605306,80,743.946209
21.918358,80,744.397884
22.112712,80,744.877276
25.427311,80,745.380489
28.71556,80,745.798432
29.673195,80,746.198174
31.95768,80,746.684662
30.757972,80,747.087933
29.030576,80,747.529284
33.824366,80,747.96971
31.75833,80,748.416378
32.13968,80,748.887848
33.46204,80,749.356027
29.222386,80,756.348405
30.455029,80,756.85313
32.216905,80,757.393824
29.568206,80,757.917687
32.453127,80,758.359165
27.527627,80,758.779238
30.138024,80,759.238202
27.310565,80,759.706767
30.672178,80,760.169886
26.814411,80,760.63352
26.952216,80,761.137377
30.449784,80,761.606269
27.337841,80,762.084032
29.457981,80,762.558476
26.142365,80,763.0069
26.721331,80,763.423517
28.237635,80,763.8573
24.798567,80,764.283237
28.403599,80,764.754289
30.720881,80,765.296208
29.724066,80,765.721553
30.640153,80,766.137412
29.888687,80,766.591924
30.938044,80,767.035077
33.611082,80,767.476804
33.609732,80,774.545755
33.145878,80,775.052757
33.826889,80,775.545734
32.664934,80,775.987097
32.461947,80,776.465061
31.875026,80,777.035068
29.204498,80,777.510763
30.537209,80,777.995162
28.683733,80,778.449817
30.594334,80,778.959493
26.857083,80,779.411876
25.595517,80,779.856305
29.996817,80,780.261423
30.813054,80,780.662783
32.186337,80,781.162691
30.630666,80,781.597601
28.872839,80,782.064888
27.332067,80,782.544571
30.344191,80,783.00719
32.336784,80,783.443054
29.499306,80,783.845414
27.930207,80,784.291676
31.450736,80,784.906429
31.305425,80,785.504734
28.292611,80,785.973019
26.28551,80,786.422244
30.803636,80,793.421807
30.039769,80,793.882286
28.679122,80,794.330478
30.682538,80,794.82497
31.415522,80,795.317093
28.754668,80,795.776196
28.81312,80,796.211358
27.26898,80,796.645884
28.688352,80,797.175953
30.056968,80,797.640696
30.770259,80,798.072235
25.55077,80,798.47842
30.596589,80,798.923211
28.008669,80,799.349652
27.161398,80,799.826203
27.209475,80,800.298261
27.201348,80,800.900564
25.617168,80,801.4549
28.159589,80,801.853538
25.122219,80,802.281218
29.174478,80,802.678182
29.301484,80,803.132833
30.476607,80,803.582723
29.748362,80,804.050984
30.954574,80,804.560778
30.053254,80,811.646217
24.22504,80,812.157615
25.940203,80,812.663707
25.231422,80,813.278663
24.629388,80,813.806793
25.185253,80,814.256581
26.74662,80,814.862507
26.873527,80,815.297371
29.048821,80,815.763425
26.875099,80,816.245752
27.671501,80,816.712146
27.121928,80,817.256233
26.621627,80,817.762683
29.336529,80,818.151978
28.430126,80,818.602658
27.114319,80,819.071256
23.793366,80,819.477947
25.349253,80,819.843955
26.709895,80,820.274136
26.663862,80,820.720448
27.359686,80,821.255314
29.060148,80,821.710428
29.205242,80,822.173293
27.849727,80,822.684154
27.551603,80,823.107014
24.182486,80,823.532036
26.416129,80,830.736765
27.264461,80,831.219537
23.908828,80,831.678389
25.657926,80,832.146115
23.625213,80,832.641135
24.936996,80,833.181785
24.475704,80,833.634936
24.526815,80,834.030359
24.541508,80,834.492326
25.591869,80,834.930845
23.472099,80,835.345101
22.634159,80,835.79228
23.65085,80,836.244462
25.770518,80,836.699815
26.076463,80,837.2874
25.246923,80,837.711401
26.62811,80,838.104773
24.671646,80,838.572407
24.428074,80,839.025515
25.844157,80,839.447303
26.024462,80,839.906619
26.369592,80,840.324724
25.938541,80,840.770776
