#{"t_start": 1753737605.7958145, "env_id": "MiniGrid-MultiRoom-N4-S5-v0"}
r,l,t
141.452495,80,181.436004
151.097625,80,182.041499
155.155287,80,182.628869
147.620838,80,183.186382
142.423994,80,183.782033
140.177983,80,184.394955
145.249842,80,184.966412
143.979248,80,185.563159
140.926741,80,186.187652
124.522981,80,203.762237
116.999648,80,204.362468
118.113598,80,204.841584
130.062648,80,205.307691
139.550628,80,205.822405
138.123357,80,206.342981
138.920809,80,206.862845
134.312349,80,207.344857
143.153679,80,207.938207
145.590795,80,208.52901
146.899419,80,209.020746
146.053768,80,209.594038
144.714548,80,210.134154
132.054361,80,210.705104
134.681936,80,211.232605
135.124951,80,211.717728
133.930287,80,212.197133
137.351243,80,212.691564
140.465135,80,213.172181
142.870307,80,213.765958
135.999119,80,214.339222
137.073907,80,214.948654
